,Unnamed: 0,author,title,source,date,target
2823,2823,By Samantha Putterman ,the simpson predicted the capitol riot,Facebook posts," January 8, 2021",pants-fire
2824,2824,By Ciara O'Rourke ,kamala harris planning use the amendment against joe biden and appoint mike penny her vice president,Facebook posts," January 8, 2021",false
2825,2825,By Brandon Mulder ,say that those who stormed the capitol yesterday were not trump supporter they have been confirmed antifa,Ken Paxton," January 8, 2021",pants-fire
2826,2826,By Eric Litke ,the woman killed during the jan capitol assault wa shot secret service agent not capitol police,Jonathan Brostoff," January 7, 2021",false
2827,2827,By Ciara O'Rourke ,the storming the capitol wa staged,Instagram posts," January 7, 2021",false
2828,2828,By Samantha Putterman ,quote show democrat supported riot when blm wa burning down city and killing people the street,Facebook posts," January 7, 2021",barely-true
2829,2829,By Miriam Valverde ,evidence growing that fascist antifa orchestrated capitol attack with clever mob control tactic,Mo Brooks," January 7, 2021",pants-fire
2830,2830,By Ciara O'Rourke ,video show police removing disabled protester from the capitol jan,Viral image," January 7, 2021",false
2831,2831,By Tom Kertscher ,voting machine didn work heavily gop area for the georgia runoff election leaving some voter unable cast ballot,Facebook posts," January 7, 2021",barely-true
2832,2832,By Ciara O'Rourke ,facial recognition firm confirmed antifa infiltrated the trump rally,Facebook posts," January 7, 2021",false
2833,2833,By Bill McCarthy ,man who stormed the capitol horned fur cap antifa thug,Facebook posts," January 7, 2021",pants-fire
2834,2834,By Ciara O'Rourke ,georgia and kansa capitol building have been stormed protester,Facebook posts," January 6, 2021",false
2835,2835,By Daniel Funke ,won won landslide this wa landslide,Donald Trump," January 6, 2021",pants-fire
2836,2836,By Chris Nichols ,antifa blame for storming the capitol,Shannon Grove," January 6, 2021",pants-fire
2837,2837,By Ciara O'Rourke ,google and apple map won give direction washington because they don want you going certain big rally,Facebook posts," January 6, 2021",barely-true
2838,2838,By Miriam Valverde ,american independent democrat believe the election wa rigged,Ted Cruz," January 6, 2021",barely-true
2839,2839,By Eric Litke ,judge rule over biden vote are illegitimate wisconsin,Facebook posts," January 6, 2021",false
2840,2840,By Ciara O'Rourke ,photo show sitting senator counting ballot georgia,Viral image," January 6, 2021",false
2841,2841,By Samantha Putterman ,say shredded ballot were found dell box georgia,Facebook posts," January 6, 2021",pants-fire
2842,2842,By Bill McCarthy ,they just happened find ballot the georgia senate runoff election late last night,Donald Trump," January 6, 2021",pants-fire
2843,2843,By Tom Kertscher ,say georgia secretary state brad raffensperger face espionage charge,Facebook posts," January 6, 2021",false
2844,2844,By Miriam Valverde ,say city blue imaging service rochester printed ballot there you search them you see they the one who had ballot misprint error for the ballot sent nyc,Facebook posts," January 6, 2021",false
2845,2845,By Ciara O'Rourke ,photo show people protesting the election washington jan,Viral image," January 6, 2021",false
2846,2846,By Samantha Putterman ,dems pas bill vaccinate child without parental knowledge consent,Viral image," January 6, 2021",half-true
2847,2847,By Chris Nichols ,there are absolutely patient los angeles hospital considered the center region covid surge,Facebook posts," January 6, 2021",pants-fire
2848,2848,By Jon Greenberg ,the vice president ha the power reject fraudulently chosen elector,Donald Trump," January 5, 2021",false
2849,2849,By Ciara O'Rourke ,president elect biden step down president elect,Viral image," January 5, 2021",pants-fire
2850,2850,By Ciara O'Rourke ,flag flying over white house january revolution signal,Bloggers," January 5, 2021",false
2851,2851,By Haley BeMiller ,whether object the electoral college result,Ron Johnson," January 5, 2021",full-flop
2852,2852,By Samantha Putterman ,new york trying pas bill that would allow them round non mask wearer and people who don want take the vaccine into concentration camp then with court order they can force vaccinate you,Facebook posts," January 5, 2021",false
2853,2853,By Ciara O'Rourke ,say mayor muriel bowser ordered all hotel restaurant grocery store gas station and convenience store close jan and discourage trump supporter from gathering,Viral image," January 5, 2021",false
2854,2854,By Eric Litke ,wisconsin legislature will likely decertify state and award president trump,Facebook posts," January 5, 2021",pants-fire
2855,2855,By Noah Y. Kim ,you had out state voter georgia,Donald Trump," January 4, 2021",false
2856,2856,By Bill McCarthy ,after major water main break georgia election worker counted ballot all for biden that they pulled from suitcase and with election observer present,Donald Trump," January 4, 2021",pants-fire
2857,2857,By Eric Litke ,congress ha one job here count electoral vote that have fact been cast any state,Mike Gallagher," January 4, 2021",true
2858,2858,By Ciara O'Rourke ,photo show people coming from california washington protest election result,Viral image," January 4, 2021",false
2859,2859,By Tom Kertscher ,say covid vaccine have experimental technology never before used human and that some contain nanochips which can electronically track recipient,Viral image," January 4, 2021",false
2860,2860,By Miriam Valverde ,won georgia easily won hundred thousand vote,Donald Trump," January 4, 2021",pants-fire
2861,2861,By Daniel Funke ,registered nurse nashville tenn developed bell palsy after receiving the covid vaccine,YouTube videos," December 30, 2020",false
2862,2862,By Jessica Calefati ,state many other state have governor who are closing down business again,Pat Toomey," December 30, 2020",true
2863,2863,By Paul Specht ,north carolina gov roy cooper ha not left the governor mansion since the start the covid crisis,North Carolina Republican Party," December 29, 2020",pants-fire
2864,2864,By Daniel Funke ,the christmas day explosion nashville tenn wa the result missile strike,Facebook posts," December 29, 2020",pants-fire
2865,2865,By Samantha Putterman ,news outlet reported that the nashville bomber died covid,Facebook posts," December 29, 2020",pants-fire
2866,2866,By Samantha Putterman ,the nashville bombing wa attempt stop audit into dominion software and cover election corruption,Facebook posts," December 29, 2020",pants-fire
2867,2867,By Daniel Funke ,cornell university professor robert oswald said covid wa imaginary and fictitious,Facebook posts," December 29, 2020",pants-fire
2868,2868,By Louis Jacobson ,say recent study found asymptomatic presymptomatic spread covid,Facebook posts," December 28, 2020",barely-true
2869,2869,By Jon Greenberg ,say fauci lied about mask march,Marco Rubio," December 28, 2020",false
2870,2870,By Amy Sherman ,simple math show biden claim million more vote than there were eligible voter who voted election,Facebook posts," December 23, 2020",pants-fire
2871,2871,By Miriam Valverde ,say covid relief bill provides more funding foreign government and american art center than the american people,Facebook posts," December 22, 2020",barely-true
2872,2872,By Bill McCarthy ,cdc covid survival rate are for people age for people age for people age and for people over,Tweets," December 22, 2020",false
2873,2873,By Brandon Mulder ,say that the oil and gas industry comprises the texas economy,Christi Craddick," December 22, 2020",mostly-true
2874,2874,By Jill Terreri Ramos ,dead people also voted,Claudia Tenney," December 22, 2020",pants-fire
2875,2875,By Miriam Valverde ,nurse pass out live after taking vaccine,Facebook posts," December 21, 2020",barely-true
2876,2876,By Bill McCarthy ,chief justice john robert visited jeffrey epstein private island,Facebook posts," December 21, 2020",false
2877,2877,By Warren Fiske ,this phony pandemic,Bob Good," December 21, 2020",pants-fire
2878,2878,By Laura Schulte ,jurisdiction representing about resident have passed referendum resolution favor fair map,Chris Larson," December 21, 2020",true
2879,2879,By Eric Litke ,new data show person learning isn driving spike case,Mike Gallagher," December 18, 2020",true
2880,2880,By Samantha Putterman ,say the new coronavirus vaccine contain toxic ingredient and are more dangerous than getting covid,Facebook posts," December 18, 2020",pants-fire
2881,2881,By Jon Greenberg ,people are having serious adverse event from the moderna vaccine,Bloggers," December 18, 2020",false
2882,2882,By Brandon Mulder ,say that guidance urging vaccinated people avoid travel and continue wearing mask profoundly anti science,Ted Cruz," December 18, 2020",pants-fire
2883,2883,By Noah Y. Kim ,executive order give trump the ability impose martial law,Facebook posts," December 18, 2020",pants-fire
2884,2884,By Amy Sherman ,president donald trump will hold his inauguration for second term mar lago,Facebook posts," December 18, 2020",pants-fire
2885,2885,By Paul Specht ,say north carolina gov roy cooper wa arrested for driving while intoxicated stanly county,Facebook posts," December 18, 2020",false
2886,2886,By Tom Kertscher ,say raphael warnock ha said need open the prison and eliminate cash bail,Kelly Loeffler," December 18, 2020",barely-true
2887,2887,By Ciara O'Rourke ,georgia bureau investigation agent wa killed for investigating the election,Facebook posts," December 17, 2020",false
2888,2888,By Simone Esters ,school that are consistently implementing covid mitigation strategy remain among the safest place for our student,Mike Parson," December 17, 2020",mostly-true
2889,2889,By Seth Taylor ,million hubbell and bloomberg dollar wasn enough overcome the iowa house republican avalanche success,Iowa Republican Party," December 17, 2020",half-true
2890,2890,By Ciara O'Rourke ,this whole covid thing simulation,Facebook posts," December 17, 2020",pants-fire
2891,2891,By Jon Greenberg ,ten and ten thousand bridge are disrepair some the verge collapse,Joe Biden," December 17, 2020",half-true
2892,2892,By Daniel Funke ,one the first nurse receive the vaccine now dead,Facebook posts," December 17, 2020",false
2893,2893,By Miriam Valverde ,austrian politician exposed the defectiveness the government covid test demonstrating how even glass coca cola will test positive for covid,Instagram posts," December 17, 2020",false
2894,2894,By Noah Y. Kim ,state will cast their electoral vote for trump and for biden which will lead second trump term,Instagram posts," December 16, 2020",false
2895,2895,By Bill McCarthy ,the american medical association rescinded previous statement and now say hydroxychloroquine okay for covid,Rush Limbaugh," December 16, 2020",false
2896,2896,By Chris Nichols ,government imposed lockdown not reduce covid case stop spike,James Gallagher," December 16, 2020",false
2897,2897,By Ciara O'Rourke ,nasa confirms earth will dark for day december,Bloggers," December 16, 2020",pants-fire
2898,2898,By Tom Kertscher ,say kelly loeffler support raising tax georgia middle class,Raphael Warnock," December 16, 2020",false
2899,2899,By Paul Egan ,error rate michigan voting machine should law tiny percentage one percent,Donald Trump," December 15, 2020",false
2900,2900,By Victoria Knight ,the percentage american with natural immunity from getting covid very powerful vaccine itself,Donald Trump," December 15, 2020",false
2901,2901,By Bill McCarthy ,optional microchip for covid vaccine would give official information who ha and ha not been vaccinated and track the location the patient,Facebook posts," December 15, 2020",false
2902,2902,By Miriam Valverde ,pope francis say covid vaccine will now required enter heaven,Facebook posts," December 15, 2020",pants-fire
2903,2903,By Eric Litke ,wisconsin one the few state that doesn allow absentee ballot processed before election day,Tim Carpenter," December 15, 2020",true
2904,2904,By Ciara O'Rourke ,the cdc delivers grocery and cleaning product twice while you quarantine,Instagram posts," December 14, 2020",false
2905,2905,By Ciara O'Rourke ,biden did not win legally,Facebook posts," December 14, 2020",pants-fire
2906,2906,By Tom Kertscher ,say jon ossoff want total blanket amnesty and want total lockdown,David Perdue," December 14, 2020",barely-true
2907,2907,By Noah Y. Kim ,the covid pandemic ha caused four the eight deadliest day american history,Facebook posts," December 11, 2020",half-true
2908,2908,By Ciara O'Rourke ,fda announces death pfizer vaccine trial participant from serious adverse event,Bloggers," December 11, 2020",barely-true
2909,2909,By Samantha Putterman ,the number people who have died the par with year prior covid,Facebook posts," December 11, 2020",false
2910,2910,By Brandon Mulder ,say that this year the first time during his year senator that two african american have ever served the same senate committee,Royce West," December 11, 2020",false
2911,2911,By Miriam Valverde ,all go well become federal law get the covid vaccine,Facebook posts," December 11, 2020",false
2912,2912,By Daniel Funke ,biden confirms agenda microchip the mass,Instagram posts," December 11, 2020",pants-fire
2913,2913,By Tom Kertscher ,say david perdue hasn held single public town hall meeting six year and sell four meeting year and retreat private island for corporate pac check,Jon Ossoff," December 11, 2020",mostly-true
2914,2914,By Ciara O'Rourke ,photo show mayhem oregon,Viral image," December 11, 2020",false
2915,2915,By Amy Sherman ,candidate ha ever won both florida and ohio and lost,Donald Trump," December 10, 2020",pants-fire
2916,2916,By Ciara O'Rourke ,voting machine found bus arizona,Facebook posts," December 10, 2020",false
2917,2917,By Bill McCarthy ,you know what the biggest lie that restaurant are spreader covid there science for that,Laura Ingraham," December 10, 2020",false
2918,2918,By Monique Curet ,say texas rep terry meza said changing the castle doctrine meant create peaceful transfer property from victim thief,Facebook posts," December 10, 2020",pants-fire
2919,2919,By Miriam Valverde ,year research and vaccine for hiv least year research and vaccine for cancer ongoing research and vaccine for the common cold now le than year there vaccine for covid,Facebook posts," December 10, 2020",barely-true
2920,2920,By Eric Litke ,wisconsin there are approximately absentee ballot that not have matching ballot application required law,Donald Trump," December 10, 2020",pants-fire
2921,2921,By Ciara O'Rourke ,head pfizer research covid vaccine female sterilization,Bloggers," December 10, 2020",false
2922,2922,By Eric Litke ,the probability biden winning wisconsin georgia michigan and pennsylvania given president trump early lead le than one quadrillion each state,Facebook posts," December 9, 2020",pants-fire
2923,2923,By Samantha Putterman ,image that show year old woman receiving the pfizer covid vaccine appeared online cnn news story october,Facebook posts," December 9, 2020",false
2924,2924,By Ciara O'Rourke ,the supreme court ha decided take the texas case,Facebook posts," December 9, 2020",false
2925,2925,By Noah Y. Kim ,forensics examination ware county dominion voting system machine found vote were switched from donald trump joe biden,Jody Hice," December 9, 2020",false
2926,2926,By Daniel Funke ,the fda know that rushed market covid vaccine may cause wide range life threatening side effect including death,Bloggers," December 9, 2020",barely-true
2927,2927,By Tom Kertscher ,say kelly loeffler welcomed the support qanon conspiracy theorist and she sat down with white supremacist for interview,Raphael Warnock," December 9, 2020",half-true
2928,2928,By Warren Fiske ,chesterfield the southside precinct infamous for having over the vote count,Amanda Chase," December 9, 2020",pants-fire
2929,2929,By D.L. Davis ,actually won wisconsin,Donald Trump," December 9, 2020",pants-fire
2930,2930,By Samantha Putterman ,people germany saw this electoral map that show trump beating biden with electoral vote before dominion server were seized,Facebook posts," December 8, 2020",pants-fire
2931,2931,By Simone Esters ,the president got the highest percentage minority vote any republican candidate for president over year,Roy Blunt," December 8, 2020",false
2932,2932,By Paul Specht ,the national institute health state that regular marijuana use can reduce point,David Rouzer," December 8, 2020",barely-true
2933,2933,By Ciara O'Rourke ,say joe biden killed kelly loeffler campaign staffer,Facebook posts," December 8, 2020",false
2934,2934,By Louis Jacobson ,people have lost faith the ability the vaccine work already the number are really staggeringly low,Joe Biden," December 8, 2020",half-true
2935,2935,By Madison Czopek ,the first randomized controlled trial more than individual ass the effectiveness surgical face mask against sars cov infection found mask did not statistically significantly reduce the incidence infection,Viral image," December 7, 2020",barely-true
2936,2936,By Ciara O'Rourke ,say kelly loeffler wa wearing wire during the georgia senate debate,Viral image," December 7, 2020",pants-fire
2937,2937,By Ciara O'Rourke ,photo show kelly loeffler house,Viral image," December 7, 2020",false
2938,2938,By Amy Sherman ,state the country verifies united state citizenship condition for voting federal election,Donald Trump," December 7, 2020",barely-true
2939,2939,By Madeline Heim ,cdc admits old science wa wrong covid quarantine guidance,Duey Stroebel," December 7, 2020",false
2940,2940,By Kiannah Sepeda-Miller ,republican elected official network propaganda publication the state and some radio shock jock were spreading lie about his daughter breaking covid restriction,JB Pritzker," December 6, 2020",true
2941,2941,By Ciara O'Rourke ,say george patton said politician are the lowest form life earth liberal democrat are the lower form politician,Viral image," December 4, 2020",false
2942,2942,By Clara Hendrickson ,michigan precinct voter turnout reached and precinct surpassed,Russell James Ramsland Jr.," December 4, 2020",pants-fire
2943,2943,By Jill Terreri Ramos ,say charles schumer support putting everybody the medicare system want the green new deal reduce funding for the police,Rick Scott," December 4, 2020",false
2944,2944,By Ciara O'Rourke ,china recovered from covid without vaccine,Viral image," December 4, 2020",false
2945,2945,By Eric Litke ,the usps backdated ballot they could counted illegally,Facebook posts," December 4, 2020",false
2946,2946,By Bill McCarthy ,video footage from georgia show suitcase filled with ballot pulled from under table and illegally counted after election observer were told leave,Facebook posts," December 4, 2020",false
2947,2947,By Eric Litke ,resident the wisconsin election commission suspected moving are illegal voter,Donald Trump," December 4, 2020",false
2948,2948,By William Skipworth ,beware george soros starting fake news site missouri,Liberty Alliance," December 3, 2020",false
2949,2949,By Paul Specht ,say covid ha killed more north carolinian year than the flu ha year,Mandy Cohen," December 3, 2020",true
2950,2950,By D.L. Davis ,republican stripped million from the budget for lead pipe replacement because they thought helped mke too much,Chris Larson," December 3, 2020",mostly-true
2951,2951,By Noah Y. Kim ,gina haspel cia head dead,Tweets," December 3, 2020",pants-fire
2952,2952,By Miriam Valverde ,mask will kill quite few people well known that they reduce blood oxygen level and those with respiratory and cardiac disorder will die,Facebook posts," December 3, 2020",false
2953,2953,By Noah Y. Kim ,say hugo chavez family still owns dominion voting system,Facebook posts," December 3, 2020",false
2954,2954,By Ciara O'Rourke ,say former president barack obama arrested for espionage,Bloggers," December 3, 2020",pants-fire
2955,2955,By Ciara O'Rourke ,say joe biden wearing foot boot hide ankle monitor,Facebook posts," December 3, 2020",pants-fire
2956,2956,By Warren Fiske ,people color and those not they use marijuana the same rate people color are three time more likely get arrested and convicted,Ralph Northam," December 3, 2020",true
2957,2957,By Amy Sherman ,dominion representative gwinnett county improperly downloaded election data manipulate the data,Facebook posts," December 2, 2020",pants-fire
2958,2958,By Bill McCarthy ,the coronavirus pandemic effectively over the united kingdom and there absolutely need for vaccine,Bloggers," December 2, 2020",pants-fire
2959,2959,By Louis Jacobson ,the state that are locked down are increasing twice the rate are florida,Ron DeSantis," December 2, 2020",half-true
2960,2960,By Miriam Valverde ,trump margin defeat state occurred data dump between statistical anomaly fraud,Rand Paul," December 2, 2020",pants-fire
2961,2961,By Noah Y. Kim ,supreme court shake election assigns conservative swing state circuit court,GOP Daily Brief," December 2, 2020",barely-true
2962,2962,By Ciara O'Rourke ,say joe biden plagiarized donald trump his democratic national convention speech,Facebook posts," December 1, 2020",false
2963,2963,By Clara Hendrickson ,detroit actually ha the lowest infection rate the state michigan half that the surrounding suburb,Mike Duggan," December 1, 2020",half-true
2964,2964,By Laura Schulte ,american are paying the highest price the world for remdesivir because the trump administration allowing gilead science jack the price this covid treatment,Tammy Baldwin," December 1, 2020",half-true
2965,2965,By Tom Kertscher ,say raphael warnock defended the hatred jeremiah wright the pastor who said not god bless america god damn america and gave wright award for truth telling,Kelly Loeffler," December 1, 2020",barely-true
2966,2966,By Ciara O'Rourke ,cnn now saying that trump will win,Facebook posts," November 30, 2020",false
2967,2967,By Tom Kertscher ,say her health care plan would ensure american with preexisting condition are protected,Kelly Loeffler," November 30, 2020",false
2968,2968,By Ciara O'Rourke ,say the denver bronco signed colin kaepernick,Viral image," November 30, 2020",false
2969,2969,By Eric Litke ,thousand fake vote found wisconsin recount dane county,Facebook posts," November 30, 2020",pants-fire
2970,2970,By Brandon Mulder ,say that shutdown are ineffective and that now know that covid not commonly spread someone going work,Greg Abbott," November 27, 2020",false
2971,2971,By Eric Litke ,kyle rittenhouse used his covid stimulus check purchase the used the fatal kenosha shooting,Instagram posts," November 25, 2020",half-true
2972,2972,By Haley BeMiller ,passed one the first covid bill the entire country empowering gov evers act,Robin Vos," November 25, 2020",false
2973,2973,By Samantha Putterman ,video show mover carrying box out the white house president trump discus election result,Instagram posts," November 24, 2020",false
2974,2974,By Hayat Norimine ,dominion and smartmatic have closed shop and executive are the run,Facebook posts," November 24, 2020",false
2975,2975,By Ciara O'Rourke ,pennsylvania just banned alcohol sale,Viral image," November 24, 2020",barely-true
2976,2976,By Ciara O'Rourke ,photo show biden inaugural stage being built the white house north lawn,Viral image," November 24, 2020",false
2977,2977,By Ciara O'Rourke ,say donald trump sister tweeted brother don won this election and will fight this the very end,Viral image," November 24, 2020",false
2978,2978,By Hayat Norimine ,democrat spent year refusing acknowledge trump victory,Jody Hice," November 24, 2020",false
2979,2979,By Ciara O'Rourke ,north carolina gov roy cooper daughter having big wedding today people then going lock you down monday,Facebook posts," November 23, 2020",false
2980,2980,By Jon Greenberg ,certain swing state there were more vote than people who voted and big number,Donald Trump," November 23, 2020",pants-fire
2981,2981,By Tom Kertscher ,say jon ossoff socialist,David Perdue," November 23, 2020",pants-fire
2982,2982,By Samantha Putterman ,say george soros wa arrested philadelphia for election interference,Bloggers," November 23, 2020",pants-fire
2983,2983,By Ciara O'Rourke ,photo show time magazine cover with barack obama that say treason,Facebook posts," November 23, 2020",false
2984,2984,By Eric Litke ,clerk milwaukee and dane county colluded add nearly individual the indefinitely confined voter list,Joe Sanfelippo," November 20, 2020",false
2985,2985,By Samantha Putterman ,least ballot the key state miraculously only have mark for joe biden them and other candidate,Sidney Powell," November 20, 2020",false
2986,2986,By Louis Jacobson ,michigan have over vote numerous precinct and,Rudy Giuliani," November 20, 2020",pants-fire
2987,2987,By Bill McCarthy ,teacher have been laid off already since march,Joe Biden," November 20, 2020",barely-true
2988,2988,By Eleanor Hildebrandt ,when donald trump lost the iowa caucus ted cruz immediately cried that cruz cheated,Tweets," November 20, 2020",true
2989,2989,By Ciara O'Rourke ,say donald trump book the art the deal advises never admit defeat you win you don win claim they cheated,Viral image," November 20, 2020",pants-fire
2990,2990,By Monique Curet ,say biden want nationwide lockdown combat virus that ha survival rate,Ron Paul," November 20, 2020",false
2991,2991,By Eric Litke ,day after the election biden receives dump vote wisconsin when they learned wa losing badly this unbelievable,Donald Trump," November 20, 2020",pants-fire
2992,2992,By Brandon Mulder ,say there reduction opioid dosage for medical cannabis user,Lyle Larson," November 20, 2020",mostly-true
2993,2993,By Haley BeMiller ,the need for smooth transition for the president elect,Ron Johnson," November 20, 2020",full-flop
2994,2994,By Tom Kertscher ,say kelly loeffler for getting rid health care the middle pandemic,Raphael Warnock," November 20, 2020",half-true
2995,2995,By Tom Kertscher ,david perdue say everything his power make sure joe biden fails,Jon Ossoff," November 20, 2020",barely-true
2996,2996,By Ciara O'Rourke ,aarp endorsed biden and say you are past you should just die and away,Facebook posts," November 19, 2020",pants-fire
2997,2997,By Daniel Funke ,smartmatic and dominion system were built this very thing for changing the result election,Sidney Powell," November 19, 2020",pants-fire
2998,2998,By Louis Jacobson ,the law governing the transition presidential power doesn require there absolute winner say the apparent winner,Joe Biden," November 19, 2020",mostly-true
2999,2999,By Jessica Calefati ,example voter fraud philadelphia exactly what happened the election,Donald Trump," November 19, 2020",pants-fire
3000,3000,By Bill McCarthy ,big victory moment ago the state nevada the all democrat county commissioner race same ballot president just thrown out because large scale voter discrepancy,Donald Trump," November 18, 2020",false
3001,3001,By Noah Y. Kim ,the recent statement chris krebs the security the election wa highly inaccurate that there were massive impropriety and fraud,Donald Trump," November 18, 2020",pants-fire
3002,3002,By Brooklyn Draisey ,you can get test through test iowa there are multiple other site your doctor your clinic your pharmacy the stroke detection clinic center,Kim Reynolds," November 18, 2020",mostly-true
3003,3003,By Ciara O'Rourke ,vaccine will remove part your dna and replace with genetic coding technology that will cause people have cooperate with the new world order,Instagram posts," November 18, 2020",pants-fire
3004,3004,By Eric Litke ,the election recount territory and seen election change result recount,Scott Fitzgerald," November 18, 2020",half-true
3005,3005,By Daniel Funke ,the mob wa hired the biden team create fake ballot the thousand,Facebook posts," November 18, 2020",pants-fire
3006,3006,By Clara Hendrickson ,michigan just refused certify the election result,Donald Trump," November 18, 2020",false
3007,3007,By Noah Y. Kim ,there aborted male fetus the oxford astrazeneca covid vaccine,Facebook posts," November 18, 2020",false
3008,3008,By Jon Greenberg ,say georgia secretary state won let the people recounting ballot check the signature for fraud,Donald Trump," November 18, 2020",pants-fire
3009,3009,By Samantha Putterman ,say additional county used the same software that caused glitch antrim county that switched vote from trump biden that county and vote the state are potentially fraudulent,Ted Nugent," November 18, 2020",barely-true
3010,3010,By Daniel Funke ,voter fraud exposed georgia over vote found,Facebook posts," November 18, 2020",barely-true
3011,3011,By Veronica Mohesky ,unemployment report show america bouncing back,Vicky Hartzler," November 18, 2020",mostly-true
3012,3012,By Ciara O'Rourke ,biden campaign director arrested for electoral fraud,Bloggers," November 17, 2020",false
3013,3013,By Jill Terreri Ramos ,every single swing seat house democrat who endorsed medicareforall won election track win election every single one,Alexandria Ocasio-Cortez," November 17, 2020",mostly-true
3014,3014,By Samantha Putterman ,the military seized server germany tied dominion election system,YouTube videos," November 17, 2020",pants-fire
3015,3015,By Madeline Heim ,heard from the department homeland security that this wa probably the most secure election that ever been run the united state,Tammy Baldwin," November 17, 2020",true
3016,3016,By Daniel Funke ,these are real date picture taken during the million maga march,Facebook posts," November 17, 2020",false
3017,3017,By Eric Litke ,milwaukee election chief lost election flash drive morning hour november when democrat miraculously found vote for joe biden,Facebook posts," November 17, 2020",pants-fire
3018,3018,By Samantha Putterman ,member joe biden covid task force recommends withholding food stamp and rent assistance from those who refuse coronavirus vaccine,Instagram posts," November 16, 2020",pants-fire
3019,3019,By Daniel Funke ,screenshot show tucker carlson announcing starting newsmax next month,Facebook posts," November 16, 2020",pants-fire
3020,3020,By Daniel Funke ,more than one million marcher for president realdonaldtrump descend washington nov,Kayleigh McEnany," November 16, 2020",false
3021,3021,By Amy Sherman ,say sen kelly loeffler said parler that black people shouldn allowed vote,Facebook posts," November 16, 2020",pants-fire
3022,3022,By Tom Kertscher ,say raphael warnock ran over his wife and wa arrested for obstructing investigation into child abuse,Erick Erickson," November 16, 2020",barely-true
3023,3023,By Madison Czopek ,facebook removed the title president from donald trump and designated him political candidate,Facebook posts," November 13, 2020",false
3024,3024,By Ciara O'Rourke ,ticketmaster planning mandatory covid vaccine identification for concert attendance,Instagram posts," November 13, 2020",false
3025,3025,By Tom Kertscher ,say raphael warnock celebrated fidel castro and welcomed him his church,Kelly Loeffler," November 13, 2020",barely-true
3026,3026,By Ciara O'Rourke ,say donald trump posed anonymous nevada poll worker laura ingraham show,Instagram posts," November 13, 2020",false
3027,3027,By Jon Greenberg ,say there were plus unlawful vote philly and pitt,Rudy Giuliani," November 13, 2020",pants-fire
3028,3028,By Daniel Funke ,say dominion voting system flipped vote joe biden state where trump bringing legal challenge,Facebook posts," November 13, 2020",pants-fire
3029,3029,By D.L. Davis ,across the state the rejection rate for ballot went way down the nov election,Ben Wikler," November 13, 2020",barely-true
3030,3030,By Bill McCarthy ,pennsylvania and michigan didn allow our poll watcher and vote observer watch observe,Donald Trump," November 12, 2020",pants-fire
3031,3031,By Daniel Funke ,dominion voting system deleted million trump vote nationwide,Donald Trump," November 12, 2020",pants-fire
3032,3032,By Daniel Funke ,the real electoral map show donald trump leading joe biden electoral vote,Facebook posts," November 12, 2020",false
3033,3033,By Chris Nichols ,video show california election worker cheating collecting ballot from drop box nov,Donald Trump," November 11, 2020",false
3034,3034,By Ciara O'Rourke ,the medium called the election for hillary clinton,Facebook posts," November 11, 2020",false
3035,3035,By Bill McCarthy ,biden lead disappears,Facebook posts," November 11, 2020",false
3036,3036,By Clara Hendrickson ,detroit election worker training reveal the mechanism the planned theft the election,Big League Politics," November 11, 2020",false
3037,3037,By Samantha Putterman ,say conservative website judicial watch published story about elite unit the national guard recounting official ballot that were printed with invisible unbreakable code watermark and registered quantum blockchain system,Instagram posts," November 11, 2020",pants-fire
3038,3038,By Daniel Funke ,judge ha ordered hand recount independent commission the state michigan following hard evidence voting fraud detroit city election commission,Facebook posts," November 11, 2020",false
3039,3039,By Ciara O'Rourke ,map show election result,Viral image," November 11, 2020",false
3040,3040,By Ciara O'Rourke ,video show trashed ballot for donald trump,Facebook posts," November 11, 2020",false
3041,3041,By Samantha Putterman ,church bell rang paris and firework were set off london celebrate joe biden presidential win,Facebook posts," November 11, 2020",false
3042,3042,By Bill McCarthy ,example voter fraud have literally people who voted this election nevada who don live nevada,Matt  Schlapp," November 11, 2020",pants-fire
3043,3043,By Monique Curet ,say ballot fulton county have been identified likely ineligible and president trump might win georgia result,Viral image," November 10, 2020",false
3044,3044,By Paul Specht ,say there are indication grossly improper conduct from election official right here district,Dan Bishop," November 10, 2020",false
3045,3045,By Samantha Putterman ,overnight election worker found mail ballot wisconsin michigan and million pennsylvania all for biden none for trump,Facebook posts," November 10, 2020",false
3046,3046,By Jon Greenberg ,cnn video show hammer scorecard voter software fraud real time,Pamela Geller," November 10, 2020",pants-fire
3047,3047,By Eric Litke ,system glitch wisconsin reversal swapped vote remove lead from joe biden,Eric Trump," November 10, 2020",pants-fire
3048,3048,By Ciara O'Rourke ,donald trump didn win michigan why doe the actual government site say did,Instagram posts," November 10, 2020",false
3049,3049,By Daniel Funke ,joe biden longer the president elect according realclearpolitics,Instagram posts," November 10, 2020",false
3050,3050,By Daniel Funke ,siri gave confirmation the democrat sinister plan remove sleepy joe immediately using the amendment and instate kamala harris president,Facebook posts," November 10, 2020",pants-fire
3051,3051,By Ciara O'Rourke ,election worker brag about destroying trump ballot rip ballot for djt video,Bloggers," November 10, 2020",false
3052,3052,By Ciara O'Rourke ,cnn say dick cheney will advising biden foreign policy,Viral image," November 10, 2020",false
